#                       t                       u1                       u2                       u3                       u4                       u5                       u6                       u7                       u8                       u9                      u10                      u11                      u12                      u13                      u14                      u15                      u16                      u17                      u18                      u19                      u20                      u21                      u22                      u23                      u24                      u25                      u26                      u27                      u28                      u29                      u30                      u31                      u32                      u33                      u34                      u35                      u36                      u37                      u38                      u39                      u40                      u41                      u42                      u43                      u44                      u45                      u46                      u47                      u48                      u49                      u50                      u51                      u52                      u53                      u54                      u55                      u56                      u57                      u58                      u59                      u60                      u61                      u62                      u63                      u64                      u65                      u66                      u67                      u68                      u69                      u70                      u71                      u72                      u73                      u74                      u75                      u76                      u77                      u78                      u79                      u80                      u81                      u82                      u83                      u84                      u85                      u86                      u87                      u88                      u89                      u90                      u91                      u92                      u93                      u94                      u95                      u96                      u97                      u98                      u99                     u100                     u101                     u102                     u103                     u104                     u105                     u106                     u107                     u108                     u109                     u110                     u111                     u112                     u113                     u114                     u115                     u116                     u117                     u118                     u119                     u120                     u121                     u122                     u123                     u124                     u125                     u126                     u127                     u128                     u129                     u130                     u131                     u132                     u133                     u134                     u135                     u136
     0.00000000000000e+00     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     5.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01     1.00000000000000e-01
     1.96739005259151e-02     9.24187800410325e-01     9.24529561457947e-01     9.27716705477449e-01     9.27299055228406e-01     9.25707215409284e-01     9.26503532531365e-01     9.26330842621212e-01     9.28338563046409e-01     9.25476295500682e-01     9.27016246874505e-01     9.26725281447565e-01     9.24767398457950e-01     9.27281617525629e-01     9.22187531433944e-01     9.24830956440663e-01     9.27395401571517e-01     9.26455439980517e-01     9.24452869171949e-01     9.27227631960644e-01     9.22154141720108e-01     9.24549809720096e-01     9.23472455854717e-01     9.24263316223615e-01     9.26758055774582e-01     9.28300096452643e-01     9.25536323155965e-01     9.27776304234323e-01     9.27300327857025e-01     9.27178943284886e-01     9.26888220641713e-01     9.25939929908825e-01     9.26559917015152e-01     9.24787069206930e-01     9.28310320042019e-01     9.24752480490492e-01     9.25233340567631e-01     9.28206908045594e-01     9.26616807722419e-01     9.26547156749975e-01     9.26364162336740e-01     9.26384493784677e-01     9.28041281619107e-01     9.25989689537089e-01     9.25539338900163e-01     9.25723352504296e-01     9.23415748424947e-01     9.25817253005748e-01     9.21953466599663e-01     9.24914596617917e-01     9.26629970287048e-01     9.26568714981876e-01     9.23330446498002e-01     9.26261380247050e-01     9.23230240421337e-01     9.25497858294992e-01     9.23391069608229e-01     9.24335926278639e-01     9.25930042888735e-01     9.28365787881292e-01     9.24166684161313e-01     9.27135760754169e-01     9.27062689670544e-01     9.26613846456209e-01     9.26911688109318e-01     9.25123997370981e-01     9.27383894308622e-01     9.26071727855632e-01     9.28716994714384e-01     6.62454169396505e-01     6.62488453243369e-01     6.62473899033766e-01     6.62470319992617e-01     6.62463666948477e-01     6.62473971652644e-01     6.62487051235908e-01     6.62490687361394e-01     6.62499632688833e-01     6.62480098483182e-01     6.62452524357570e-01     6.62464852066122e-01     6.62469324090509e-01     6.62432265603230e-01     6.62456832885934e-01     6.62498160994449e-01     6.62466645808453e-01     6.62471354019259e-01     6.62463880254061e-01     6.62480903466812e-01     6.62470854149804e-01     6.62446752799494e-01     6.62463567123003e-01     6.62478081984609e-01     6.62475922690831e-01     6.62486580313644e-01     6.62504085124379e-01     6.62515802832706e-01     6.62497125951156e-01     6.62475828504903e-01     6.62473711849776e-01     6.62487203469118e-01     6.62473851218599e-01     6.62483061495870e-01     6.62485116074482e-01     6.62469991269609e-01     6.62489109177711e-01     6.62482762858103e-01     6.62476568260294e-01     6.62502764393306e-01     6.62502244960136e-01     6.62497171621892e-01     6.62477819287803e-01     6.62467522915343e-01     6.62471457807182e-01     6.62475308253035e-01     6.62482631168290e-01     6.62455254333018e-01     6.62478446434335e-01     6.62461339419899e-01     6.62465763671505e-01     6.62468053546726e-01     6.62473875075812e-01     6.62453619638894e-01     6.62489039490321e-01     6.62454438287058e-01     6.62487592981099e-01     6.62468635809894e-01     6.62504902774536e-01     6.62435182230687e-01     6.62480337416070e-01     6.62469552557161e-01     6.62465248911908e-01     6.62498680718894e-01     6.62458855080771e-01     6.62468989139983e-01     6.62451666694734e-01     6.62487124462870e-01
     4.86650652167197e-02     9.73774888566527e-01     9.78973081157678e-01     9.92460392126258e-01     9.90242450687100e-01     9.84657303488327e-01     9.83637424198488e-01     9.85616338158018e-01     9.91902095447443e-01     9.79543367217317e-01     9.90168335434835e-01     9.87907791351819e-01     9.69658900358388e-01     9.90894320104714e-01     9.48576816505783e-01     9.82595250878287e-01     9.90691924581852e-01     9.86196258691589e-01     9.72932769527896e-01     9.91034993523489e-01     9.70292390973502e-01     9.77387025154792e-01     9.64126740690125e-01     9.82897812313666e-01     9.87687006919909e-01     9.92783338941753e-01     9.80947607481481e-01     9.91129948284570e-01     9.87707624434237e-01     9.87959220164617e-01     9.87930075911390e-01     9.84144628042607e-01     9.86141766599747e-01     9.86526250560187e-01     9.92641911365062e-01     9.68614389088819e-01     9.79636318097464e-01     9.92746444744508e-01     9.89882017864964e-01     9.86632435335435e-01     9.85714196138685e-01     9.85698991080673e-01     9.92046573712087e-01     9.81224299239140e-01     9.80858828854537e-01     9.83739959037768e-01     9.71869619844662e-01     9.87128549191122e-01     9.55219971475213e-01     9.76845533432292e-01     9.88660167566986e-01     9.86551417629134e-01     9.67025799251351e-01     9.88401058382771e-01     9.62758843958214e-01     9.81135762866662e-01     9.62075763701775e-01     9.79182869039610e-01     9.84944164444927e-01     9.92847112851424e-01     9.75512320895820e-01     9.90303522379762e-01     9.84880235378264e-01     9.85975913460402e-01     9.86276385152339e-01     9.80096498320424e-01     9.88641036283200e-01     9.84300970067683e-01     9.94114267519294e-01     9.20782884737299e-01     9.20791561226664e-01     9.20790593987420e-01     9.20789489324668e-01     9.20786703072050e-01     9.20789706448648e-01     9.20792449461691e-01     9.20794500032561e-01     9.20794857946612e-01     9.20791238966709e-01     9.20784942877087e-01     9.20785306162226e-01     9.20789418793966e-01     9.20773673275116e-01     9.20784905448357e-01     9.20795975290320e-01     9.20787555706347e-01     9.20786973936081e-01     9.20787919651308e-01     9.20788456248119e-01     9.20787849601333e-01     9.20780319052516e-01     9.20786354985960e-01     9.20790863823172e-01     9.20791093091330e-01     9.20791545596234e-01     9.20797302826890e-01     9.20799553489154e-01     9.20795473806128e-01     9.20790124205227e-01     9.20788815018346e-01     9.20792691780131e-01     9.20789290988984e-01     9.20792751832520e-01     9.20790006463203e-01     9.20787609795579e-01     9.20793886930011e-01     9.20791787718657e-01     9.20790178782451e-01     9.20796288076896e-01     9.20796395117843e-01     9.20795838539662e-01     9.20789621809104e-01     9.20787322406056e-01     9.20788655679226e-01     9.20787420339713e-01     9.20791997110035e-01     9.20779788394363e-01     9.20789059233682e-01     9.20786830645223e-01     9.20787955606545e-01     9.20784987434543e-01     9.20790028258932e-01     9.20780839533017e-01     9.20791835250881e-01     9.20781452861746e-01     9.20791383203544e-01     9.20788066007475e-01     9.20797916655810e-01     9.20779060826620e-01     9.20791657787697e-01     9.20788491341213e-01     9.20787492063416e-01     9.20795599718811e-01     9.20785130284839e-01     9.20788860143183e-01     9.20784002630303e-01     9.20793959690293e-01
     6.38275415366039e-02     9.49504355791816e-01     9.65123347461783e-01     9.93357292418618e-01     9.90583138378093e-01     9.74051974932292e-01     9.79503921221177e-01     9.79226610513479e-01     9.93335712716013e-01     9.75359734492957e-01     9.87553386103012e-01     9.85087797842403e-01     9.39527985971803e-01     9.90659128920189e-01     8.53855390757478e-01     9.76363247803796e-01     9.90559456623287e-01     9.77879212628118e-01     9.56953450189379e-01     9.89620426866033e-01     9.27779885266854e-01     9.67878286104083e-01     9.36477782656456e-01     9.75297287011282e-01     9.86118952982294e-01     9.94557237273069e-01     9.71220336783659e-01     9.92248637781170e-01     9.87847786978067e-01     9.83957270644740e-01     9.87918946780386e-01     9.68422805399887e-01     9.82990260152481e-01     9.74017953529887e-01     9.92861519879211e-01     9.39885756969427e-01     9.71159836952458e-01     9.93282340153058e-01     9.90168368143216e-01     9.84569706072964e-01     9.81347624317354e-01     9.81399174024862e-01     9.93537736838929e-01     9.73170015167563e-01     9.77230575827504e-01     9.81160554799197e-01     9.40800991181743e-01     9.83645105813093e-01     8.62283246209691e-01     9.63131398354374e-01     9.85609169180772e-01     9.82444127046818e-01     9.41957078364941e-01     9.86395153475525e-01     9.29853304377717e-01     9.69217213619520e-01     9.29464145875668e-01     9.71841409802021e-01     9.83782646311313e-01     9.94829173126571e-01     9.55536558944790e-01     9.91562924082549e-01     9.81886003641730e-01     9.82144961500608e-01     9.85212014412098e-01     9.71180634581760e-01     9.88162164848169e-01     9.74971877422944e-01     9.96374150284197e-01     9.62868400501153e-01     9.62874009975345e-01     9.62877816933406e-01     9.62876765144626e-01     9.62873495052352e-01     9.62875327512220e-01     9.62877039855596e-01     9.62879588647708e-01     9.62877018063208e-01     9.62877433203877e-01     9.62873962321009e-01     9.62867195223619e-01     9.62876740123988e-01     9.62836597777958e-01     9.62873000772855e-01     9.62879719693499e-01     9.62874761913659e-01     9.62870683532461e-01     9.62876156563390e-01     9.62866715876394e-01     9.62873213672701e-01     9.62864810938364e-01     9.62873206890613e-01     9.62876980341377e-01     9.62877983853893e-01     9.62875828904515e-01     9.62880709314667e-01     9.62881156771729e-01     9.62879125125785e-01     9.62876916913717e-01     9.62873720746641e-01     9.62877315108697e-01     9.62874975487885e-01     9.62878991695236e-01     9.62869606363651e-01     9.62873124280599e-01     9.62879390169405e-01     9.62877901811822e-01     9.62876479296336e-01     9.62878870268853e-01     9.62878887073723e-01     9.62880122462045e-01     9.62874223718120e-01     9.62874139054512e-01     9.62875075796131e-01     9.62870307162871e-01     9.62877102254036e-01     9.62849494440952e-01     9.62872625135706e-01     9.62875154302660e-01     9.62875185336338e-01     9.62866796735397e-01     9.62876517154932e-01     9.62863464821804e-01     9.62875043810754e-01     9.62863310682559e-01     9.62875390155011e-01     9.62875263516989e-01     9.62881192345964e-01     9.62867284881496e-01     9.62877886950297e-01     9.62875092540587e-01     9.62874986381297e-01     9.62878939845562e-01     9.62872300746054e-01     9.62876362163993e-01     9.62872330391421e-01     9.62879664555877e-01
     7.25516059666754e-02     9.34066652247308e-01     9.49637503354009e-01     9.92057630588495e-01     9.88093208958649e-01     9.60274320228690e-01     9.74823793534504e-01     9.76003480086014e-01     9.92997395379515e-01     9.70633686212866e-01     9.86686366788301e-01     9.80819796208695e-01     9.04481499967320e-01     9.88234891814573e-01     5.25903073054312e-01     9.69443898697244e-01     9.87863230478059e-01     9.77440101392576e-01     9.30550270329096e-01     9.85858432837332e-01     8.83458793725445e-01     9.56653309822193e-01     8.72852533958647e-01     9.66389340856862e-01     9.82243606178269e-01     9.94073535565200e-01     9.58348988566590e-01     9.92201757553601e-01     9.85415659629308e-01     9.80273097326336e-01     9.86471441066033e-01     9.65785469780020e-01     9.78067919522660e-01     9.65352520828821e-01     9.92280895661460e-01     9.06212782007625e-01     9.64256043592686e-01     9.91837540776546e-01     9.88604064322981e-01     9.81459964067018e-01     9.77620127335119e-01     9.79405129593095e-01     9.93031550491041e-01     9.69575409828363e-01     9.69011400046561e-01     9.79005297722690e-01     9.10920385032333e-01     9.81280558083345e-01     5.12219305325565e-01     9.48368537078560e-01     9.82579462949092e-01     9.79978300868778e-01     9.14800033632421e-01     9.85094296184446e-01     8.47357871368173e-01     9.57692479275367e-01     8.85921461093495e-01     9.60271216287784e-01     9.80144226500659e-01     9.94429985224724e-01     9.32414931222413e-01     9.89408937885247e-01     9.79146068923498e-01     9.79294717845733e-01     9.81310834733013e-01     9.63565836604284e-01     9.81748518280604e-01     9.66681086411004e-01     9.96406040507232e-01     9.75980700013810e-01     9.75986979291094e-01     9.75994544512699e-01     9.75993375299089e-01     9.75988375151238e-01     9.75991042658337e-01     9.75992194439858e-01     9.75995742560329e-01     9.75991674892489e-01     9.75993719866306e-01     9.75990871136474e-01     9.75976347149767e-01     9.75993425060968e-01     9.74762111445891e-01     9.75989053665698e-01     9.75995416768532e-01     9.75990884808988e-01     9.75982433756085e-01     9.75992837743502e-01     9.75969981015939e-01     9.75987618144454e-01     9.75968109710176e-01     9.75988714328254e-01     9.75993003917318e-01     9.75994593392176e-01     9.75989485793615e-01     9.75996277806203e-01     9.75995993527685e-01     9.75994059934992e-01     9.75993304534476e-01     9.75988809019564e-01     9.75992854636949e-01     9.75989964750160e-01     9.75995197890404e-01     9.75975679239622e-01     9.75988404904888e-01     9.75995325658051e-01     9.75994296313288e-01     9.75992655066947e-01     9.75993607686231e-01     9.75993653509871e-01     9.75995976897123e-01     9.75989893907729e-01     9.75989952508714e-01     9.75991310655465e-01     9.75978372657245e-01     9.75992894191966e-01     9.74458838530508e-01     9.75985904780278e-01     9.75991967036626e-01     9.75991611876670e-01     9.75976734366018e-01     9.75992910178851e-01     9.75957705436126e-01     9.75988790459236e-01     9.75967688912720e-01     9.75989472286070e-01     9.75991649739772e-01     9.75996892581679e-01     9.75980732440337e-01     9.75994293177218e-01     9.75991434750367e-01     9.75991251262451e-01     9.75994176273416e-01     9.75987754437476e-01     9.75992725167766e-01     9.75988403157123e-01     9.75995944534219e-01
     7.97979609277646e-02     9.10222726215210e-01     9.28082744927009e-01     9.91055507196969e-01     9.87177773597605e-01     9.55783392850347e-01     9.69789526641405e-01     9.74075185896062e-01     9.92579223024885e-01     9.65741811496513e-01     9.82753224618836e-01     9.78957481780778e-01     8.49059976371576e-01     9.86349038170986e-01     2.56387106687140e-01     9.65276471818642e-01     9.85609553359237e-01     9.72262671182948e-01     8.91123090533011e-01     9.82805183913340e-01     7.10596426185862e-01     9.50923985175972e-01     6.45485716826198e-01     9.61933086680857e-01     9.81495956484292e-01     9.93700536766680e-01     9.51374387632118e-01     9.90805959975142e-01     9.84196442157453e-01     9.77067916903493e-01     9.84008003758390e-01     9.60756961043506e-01     9.78322239614958e-01     9.51649480990186e-01     9.92550779345492e-01     8.43636915481584e-01     9.53485768982812e-01     9.91055058073786e-01     9.87719586307265e-01     9.76146306874258e-01     9.75771688423033e-01     9.74074671546277e-01     9.91899611368140e-01     9.65535039116587e-01     9.61892700217777e-01     9.68809204708977e-01     8.05850241572258e-01     9.75268088707934e-01     2.49691658137855e-01     9.37643836625117e-01     9.79802404849051e-01     9.75819694404191e-01     8.55622111315480e-01     9.81598000917026e-01     5.42902203365764e-01     9.47172970251191e-01     7.73590446625895e-01     9.54226877564776e-01     9.76674725858264e-01     9.94122264840777e-01     9.13918168556959e-01     9.87961879472714e-01     9.75342005570644e-01     9.77903922518905e-01     9.79997355420165e-01     9.56892510370289e-01     9.77927438699319e-01     9.56230160560541e-01     9.95755047498805e-01     9.83263780555464e-01     9.83272889849025e-01     9.83285075037852e-01     9.83283760215577e-01     9.83276667890060e-01     9.83280476347390e-01     9.83281634314400e-01     9.83285967571218e-01     9.83280563294861e-01     9.83283824322139e-01     9.83281408460400e-01     9.83243865523178e-01     9.83283865662922e-01     9.10623632546192e-01     9.83278352162718e-01     9.83285178680893e-01     9.83280704984740e-01     9.83264206759272e-01     9.83283173354479e-01     9.83167540294619e-01     9.83275759828735e-01     9.83045391496943e-01     9.83278137578649e-01     9.83283054765436e-01     9.83285212957781e-01     9.83277369291453e-01     9.83286210183599e-01     9.83285370410617e-01     9.83283271897916e-01     9.83283545612359e-01     9.83277988677039e-01     9.83282594764780e-01     9.83277917501873e-01     9.83285652935532e-01     9.83245772379037e-01     9.83276793916133e-01     9.83285412477165e-01     9.83284556217957e-01     9.83282445816401e-01     9.83282917513965e-01     9.83282858397917e-01     9.83286068918488e-01     9.83279097102033e-01     9.83279278792049e-01     9.83281084874530e-01     9.83235320175858e-01     9.83282674243447e-01     9.04965385985642e-01     9.83273067882488e-01     9.83282241107038e-01     9.83281619386619e-01     9.83249507094159e-01     9.83283083759923e-01     9.82329063091592e-01     9.83276200322351e-01     9.83210432246796e-01     9.83277412843360e-01     9.83281789504104e-01     9.83286826929239e-01     9.83264951322705e-01     9.83284574716849e-01     9.83281439740996e-01     9.83281333536439e-01     9.83283742863131e-01     9.83276722645081e-01     9.83282664061448e-01     9.83277547412270e-01     9.83286306304385e-01
     8.51536629181878e-02     8.70744476473667e-01     9.13564782696651e-01     9.90672688381026e-01     9.85769705300235e-01     9.50669733104468e-01     9.67129139417078e-01     9.69793879207835e-01     9.91935826276162e-01     9.56740738252556e-01     9.84154278958942e-01     9.77293088845772e-01     7.04752346186433e-01     9.85616872895656e-01     1.50257276742704e-01     9.59295175583183e-01     9.84146576217744e-01     9.68359975580420e-01     7.94557993377439e-01     9.82493136275534e-01     4.41112725212881e-01     9.34142697484517e-01     3.86720377125361e-01     9.56756496158464e-01     9.79308537881059e-01     9.93120055194710e-01     9.47651072413617e-01     9.90543683981452e-01     9.82608663096364e-01     9.75495708993659e-01     9.81065254579220e-01     9.51693900730826e-01     9.72663174300054e-01     9.46488666232304e-01     9.92309460491264e-01     6.62005781013168e-01     9.40961957729278e-01     9.91611766328691e-01     9.86380826553963e-01     9.73682119288687e-01     9.73607340909806e-01     9.70810537424654e-01     9.91809788008506e-01     9.60974607488139e-01     9.61591463134044e-01     9.65187148133930e-01     5.95352651948285e-01     9.74742322336575e-01     1.46345301008506e-01     9.22398173799332e-01     9.78971420247973e-01     9.73976822994340e-01     7.12658663417369e-01     9.81712682777800e-01     3.20724608674698e-01     9.33992215790803e-01     5.18341258746593e-01     9.48999175531879e-01     9.72654017280251e-01     9.94167050165695e-01     8.83200575034232e-01     9.87476384943593e-01     9.74076524799642e-01     9.72870574883488e-01     9.77575890943859e-01     9.50317214817648e-01     9.76623122776564e-01     9.52556769461163e-01     9.95759803150431e-01     9.87175452141631e-01     9.87189951152626e-01     9.87207379222667e-01     9.87206077660737e-01     9.87197609901783e-01     9.87202138809264e-01     9.87203314581785e-01     9.87208211575502e-01     9.87201205218127e-01     9.87205851143860e-01     9.87203621392401e-01     9.87067399145989e-01     9.87206150441610e-01     7.59429442854271e-01     9.87199838293398e-01     9.87207052826103e-01     9.87202323641304e-01     9.87151595029440e-01     9.87205330967660e-01     9.82694250981488e-01     9.87195172729341e-01     9.76301934263711e-01     9.87199266609217e-01     9.87205043597238e-01     9.87207627068590e-01     9.87197734442014e-01     9.87208259908827e-01     9.87207072201513e-01     9.87204979961233e-01     9.87205677436531e-01     9.87198838784649e-01     9.87204167457392e-01     9.87197776923933e-01     9.87207881822925e-01     9.86993119344548e-01     9.87196922462864e-01     9.87207701825479e-01     9.87206723506823e-01     9.87204029720260e-01     9.87204455918261e-01     9.87204143881755e-01     9.87208194543896e-01     9.87200390287492e-01     9.87200394954808e-01     9.87202463375439e-01     9.86739155868505e-01     9.87204344221438e-01     7.51725125611864e-01     9.87191552254506e-01     9.87204269258774e-01     9.87203446393820e-01     9.87081932066413e-01     9.87205159431716e-01     9.57655282209392e-01     9.87195418318823e-01     9.85763167738392e-01     9.87197965437377e-01     9.87203671624289e-01     9.87208965033128e-01     9.87177413217665e-01     9.87206702580269e-01     9.87203456384588e-01     9.87203222417969e-01     9.87205462057701e-01     9.87197516650046e-01     9.87204485012010e-01     9.87198479147689e-01     9.87208549197957e-01
     9.10815310799041e-02     7.44540425502181e-01     8.87081022041602e-01     9.90667159355358e-01     9.82712984378497e-01     9.47394479624338e-01     9.61605636146075e-01     9.66774762041374e-01     9.91496308610303e-01     9.45916953867519e-01     9.83026563763900e-01     9.77413267890529e-01     4.18022496442314e-01     9.84936893650034e-01     8.33516444714529e-02     9.51823918084495e-01     9.82093471821300e-01     9.65806662416515e-01     5.31121938401547e-01     9.82055419719705e-01     2.44750748013718e-01     9.13763190398435e-01     2.14293608893322e-01     9.41658988758058e-01     9.78842765206304e-01     9.92192951045342e-01     9.33603290882022e-01     9.90308872924202e-01     9.80256935043613e-01     9.74124264783125e-01     9.80717632393961e-01     9.47154518390958e-01     9.70646049891717e-01     9.37027572381403e-01     9.91651070816626e-01     3.83691429395411e-01     9.26086539305302e-01     9.90567153354272e-01     9.86322750006477e-01     9.69068020298449e-01     9.72002388359365e-01     9.68563470113808e-01     9.90895156540701e-01     9.53261937245338e-01     9.58814350120795e-01     9.59547888232656e-01     3.34478957095841e-01     9.71889251411312e-01     8.11957225002925e-02     9.00897373373204e-01     9.78232752652774e-01     9.71017923787392e-01     4.16574820501104e-01     9.79249143706595e-01     1.77663604017686e-01     9.17247312487530e-01     2.88599036980779e-01     9.36354326067906e-01     9.71355790614626e-01     9.94117285374600e-01     8.42949294900185e-01     9.87677445743938e-01     9.72586117543823e-01     9.70746542494597e-01     9.75574847512391e-01     9.43994351087404e-01     9.74411936194931e-01     9.48449705627726e-01     9.95599617613846e-01     9.90388104360401e-01     9.90456523951371e-01     9.90483874552892e-01     9.90482324408173e-01     9.90472355728165e-01     9.90477635258274e-01     9.90478837467616e-01     9.90484501493379e-01     9.90475079422780e-01     9.90482221806857e-01     9.90479894552137e-01     9.83717045757978e-01     9.90482421873705e-01     5.88164147288926e-01     9.90474757230852e-01     9.90482894365570e-01     9.90477957663565e-01     9.89290612332772e-01     9.90481488764267e-01     9.07170774997978e-01     9.90466278658007e-01     8.71308013249377e-01     9.90473333029421e-01     9.90481130289642e-01     9.90484217831854e-01     9.90471400546859e-01     9.90484470051286e-01     9.90482861040395e-01     9.90480641910172e-01     9.90481685061813e-01     9.90473347331459e-01     9.90479848602491e-01     9.90471127803573e-01     9.90484285273610e-01     9.78974893457987e-01     9.90469394288233e-01     9.90484051851773e-01     9.90482996181332e-01     9.90479619759891e-01     9.90480083951853e-01     9.90479623069713e-01     9.90484515811008e-01     9.90475238641070e-01     9.90476027405615e-01     9.90477370694402e-01     9.66581520548673e-01     9.90480003459862e-01     5.81467028666798e-01     9.90460618095408e-01     9.90480370101984e-01     9.90479366014299e-01     9.83621500494930e-01     9.90481268641759e-01     8.15552348492095e-01     9.90466590296402e-01     9.44028406860322e-01     9.90471392626021e-01     9.90479518754017e-01     9.90485152636154e-01     9.90436991967944e-01     9.90483091862574e-01     9.90479479099311e-01     9.90479010246225e-01     9.90481221301219e-01     9.90471845849392e-01     9.90480363608699e-01     9.90472761998377e-01     9.90485064340185e-01
